id;desvionum;wheelson;wheelsoff
27976;0;1640;1529
27977;0;1350;1301
27978;0;1644;1542
27979;0;1249;1141
27980;0;1239;1141
27981;0;1236;1135
27982;0;1553;1526
27983;0;1442;1313
27984;0;1748;1650
27985;0;2139;1911
27986;0;2154;1916
27987;0;1647;1152
27988;0;1047;742
27989;0;1033;912
27990;0;1035;915
27991;0;1050;917
27992;0;1420;1143
27993;0;1408;1141
27994;0;1420;1144
27995;0;2017;1850
27996;0;2151;2156
27997;0;2008;1845
27998;0;2148;2149
27999;0;826;719
28000;0;817;710
28001;0;956;903
28002;0;826;655
28003;0;1001;903
28004;0;2102;2020
28005;0;2010;1734
28006;0;2007;1738
28007;0;2043;1756
28008;0;1124;1029
28009;0;1114;1018
28010;0;1108;840
28011;0;1116;845
28012;0;1121;848
28013;0;702;655
28014;0;832;753
28015;0;706;655
28016;0;1009;928
28017;0;1948;1904
28018;0;2256;2137
28019;0;2317;2141
28020;0;2245;2117
28021;0;1955;1959
28022;0;2002;2003
28023;0;2000;1957
28024;0;1024;910
28025;0;1132;1020
28026;0;2144;1942
28027;0;2209;1951
28028;0;1352;1312
28029;0;1411;1329
28030;0;1451;1407
28031;0;1312;1117
28032;0;1209;1017
28033;0;1925;1758
28034;0;1921;1741
28035;0;1907;1745
28036;0;1011;934
28037;0;1316;1048
28038;0;920;701
28039;0;1034;952
28040;0;1352;1109
28041;0;1707;1629
28042;0;1907;1818
28043;0;1712;1632
28044;0;1157;627
28045;0;1143;630
28046;0;1207;634
28047;0;1314;1101
28048;0;1246;1041
28049;0;1252;1043
28050;0;1141;939
28051;0;1159;949
28052;0;1136;941
28053;0;1035;855
28054;0;758;703
28055;0;1208;1135
28056;0;1049;901
28057;0;818;720
28058;0;1223;1149
28059;0;1049;945
28060;0;1433;1218
28061;0;1430;1225
28062;0;1438;1214
28063;0;2200;2013
28064;0;2306;2104
28065;0;1215;1031
28066;0;1432;1253
28067;0;1218;1027
28068;0;1437;1257
28069;0;1218;1047
28070;0;1133;919
28071;0;1135;920
28072;0;1141;918
28073;0;1904;1604
28074;0;1843;1548
28075;0;1925;1627
28076;0;848;753
28077;0;852;754
28078;0;853;757
28079;0;2022;1817
28080;0;1715;1555
28081;0;2049;1847
28082;0;1720;1601
28083;0;1414;1347
28084;0;1453;1420
28085;0;1508;1431
28086;0;1226;1144
28087;0;1232;1140
28088;0;1223;1102
28089;0;732;619
28090;0;745;638
28091;0;741;620
28092;0;1148;1105
28093;0;848;754
28094;0;1115;1032
28095;0;1932;1757
28096;0;1906;1747
28097;0;1315;1233
28098;0;1123;1037
28099;0;820;825
28100;0;1002;854
28101;0;2316;2228
28102;0;2327;2234
28103;0;2327;2235
28104;0;2112;1839
28105;0;454;49
28106;0;452;46
28107;0;451;44
28108;0;705;607
28109;0;658;607
28110;0;705;605
28111;0;936;822
28112;0;2139;1950
28113;0;1851;1725
28114;0;1632;1529
28115;0;2145;1949
28116;0;1858;1725
28117;0;1645;1541
28118;0;1435;1220
28119;0;1451;1226
28120;0;1555;1412
28121;0;1612;1415
28122;0;1604;1420
28123;0;2023;1901
28124;0;1913;1803
28125;0;1400;639
28126;0;1348;639
28127;0;1350;641
28128;0;759;718
28129;0;1012;932
28130;0;2225;2016
28131;0;1907;1839
28132;0;2154;1955
28133;0;1904;1837
28134;0;811;726
28135;0;1057;946
28136;0;900;818
28137;0;1104;953
28138;0;802;718
28139;0;1117;1004
28140;0;1529;1450
28141;0;1527;1445
28142;0;826;729
28143;0;1104;857
28144;0;1344;1155
28145;0;848;619
28146;0;828;615
28147;0;844;622
28148;0;1657;1614
28149;0;1649;1609
28150;0;1707;1622
28151;0;930;810
28152;0;939;810
28153;0;941;824
28154;0;753;739
28155;0;917;834
28156;0;1103;1011
28157;0;1923;1715
28158;0;2055;2028
28159;0;1923;1716
28160;0;2107;2036
28161;0;1556;1450
28162;0;748;720
28163;0;1018;859
28164;0;1045;901
28165;0;745;720
28166;0;1036;902
28167;0;1310;1219
28168;0;1133;947
28169;0;2357;2147
28170;0;2052;1847
28171;0;2126;1859
28172;0;1800;1655
28173;0;1928;1808
28174;0;1933;1812
28175;0;1941;1825
28176;0;1912;1617
28177;0;1921;1615
28178;0;2018;1924
28179;0;1123;953
28180;0;806;707
28181;0;1130;1002
28182;0;835;710
28183;0;1203;721
28184;0;1159;717
28185;0;1213;723
28186;0;927;511
28187;0;919;505
28188;0;921;510
28189;0;948;828
28190;0;2003;1856
28191;0;1653;1357
28192;0;1649;1350
28193;0;1723;1419
28194;0;1757;1629
28195;0;1529;1346
28196;0;1801;1633
28197;0;1547;1405
28198;0;1704;1548
28199;0;1158;1037
28200;0;1218;1032
28201;0;1209;1043
28202;0;1035;712
28203;0;741;651
28204;0;2126;1915
28205;0;2044;1838
28206;0;1205;1122
28207;0;1233;1151
28208;0;1156;1113
28209;0;939;858
28210;0;1755;1705
28211;0;1144;1025
28212;0;1617;1508
28213;0;1424;1218
28214;0;2206;2058
28215;0;2343;2240
28216;0;2341;2244
28217;0;1308;1032
28218;0;1308;1043
28219;0;1312;1032
28220;0;1814;1731
28221;0;1809;1730
28222;0;1901;1805
28223;0;1855;1800
28224;0;1906;1801
28225;0;1504;1402
28226;0;1613;1614
28227;0;1525;1407
28228;0;1631;1633
28229;0;1027;748
28230;0;1035;751
28231;0;1341;1231
28232;0;1348;1234
28233;0;1700;1448
28234;0;1642;1413
28235;0;1526;1336
28236;0;1514;1331
28237;0;1131;1022
28238;0;1129;1027
28239;0;2247;2159
28240;0;2244;2159
28241;0;2254;2018
28242;0;2245;2003
28243;0;2228;1947
28244;0;2051;1956
28245;0;2117;2012
28246;0;2116;2007
28247;0;1319;1054
28248;0;851;749
28249;0;1010;929
28250;0;1417;1301
28251;0;1445;1253
28252;0;1441;1248
28253;0;1431;1240
28254;0;1656;1615
28255;0;1635;1551
28256;0;1639;1552
28257;0;1407;925
28258;0;1300;832
28259;0;1252;826
28260;0;1941;1900
28261;0;1811;1727
28262;0;2108;2028
28263;0;1951;1905
28264;0;1125;847
28265;0;1000;827
28266;0;946;823
28267;0;956;825
28268;0;1346;1241
28269;0;1515;1504
28270;0;1341;1240
28271;0;1520;1507
28272;0;1342;1241
28273;0;1519;1507
28274;0;2152;2002
28275;0;1912;1821
28276;0;2214;2035
28277;0;1957;1913
28278;0;2229;1839
28279;0;2140;1801
28280;0;2311;1919
28281;0;1914;1750
28282;0;1905;1807
28283;0;2052;2023
28284;0;2100;2029
28285;0;2122;2056
28286;0;827;740
28287;0;1003;855
28288;0;828;747
28289;0;1152;710
28290;0;1213;719
28291;0;1049;929
28292;0;1050;910
28293;0;1048;923
28294;0;1257;1050
28295;0;1330;1057
28296;0;1306;1055
28297;0;1826;1746
28298;0;1830;1743
28299;0;1814;1736
28300;0;1419;1335
28301;0;1430;1341
28302;0;731;651
28303;0;740;659
28304;0;743;658
28305;0;1954;1852
28306;0;1629;1506
28307;0;1804;1713
28308;0;936;854
28309;0;938;901
28310;0;937;858
28311;0;1551;1504
28312;0;1536;1449
28313;0;1529;1443
28314;0;2024;1949
28315;0;1814;1705
28316;0;2009;1937
28317;0;1833;1722
28318;0;2027;1949
28319;0;1003;808
28320;0;942;755
28321;0;1743;1200
28322;0;1830;1248
28323;0;1803;1215
28324;0;954;857
28325;0;940;848
28326;0;943;849
28327;0;2354;2213
28328;0;6;2209
28329;0;2355;2215
28330;0;1305;1228
28331;0;1051;841
28332;0;734;642
28333;0;1529;1352
28334;0;1520;1337
28335;0;1523;1400
28336;0;728;632
28337;0;1555;1048
28338;0;1555;1045
28339;0;1604;1039
28340;0;2203;2130
28341;0;2139;2107
28342;0;1314;1227
28343;0;1300;1220
28344;0;1308;1228
28345;0;1527;1507
28346;0;1524;1514
28347;0;1519;1510
28348;0;1915;1740
28349;0;1925;1745
28350;0;1444;1429
28351;0;1855;1811
28352;0;2012;1934
28353;0;1655;1531
28354;0;1446;1442
28355;0;1811;1728
28356;0;2042;2001
28357;0;1642;1527
28358;0;1030;949
28359;0;1037;950
28360;0;1038;954
28361;0;1324;906
28362;0;1908;1557
28363;0;1505;1403
28364;0;804;713
28365;0;2008;1926
28366;0;2007;1926
28367;0;2006;1919
28368;0;2235;2148
28369;0;2055;1953
28370;0;2237;2142
28371;0;2101;1954
28372;0;1050;849
28373;0;1029;853
28374;0;1039;854
28375;0;1852;1714
28376;0;1847;1709
28377;0;852;648
28378;0;845;641
28379;0;905;652
28380;0;2303;2207
28381;0;2257;2203
28382;0;2016;1635
28383;0;2001;1620
28384;0;1455;1411
28385;0;1530;1450
28386;0;1646;1659
28387;0;1446;1402
28388;0;1614;1620
28389;0;1904;1658
28390;0;2038;2006
28391;0;1607;1452
28392;0;1915;1701
28393;0;2029;1958
28394;0;1611;1452
28395;0;2110;1933
28396;0;2132;1951
28397;0;2053;1923
28398;0;816;558
28399;0;754;555
28400;0;812;543
28401;0;1744;1633
28402;0;1800;1642
28403;0;1745;1635
28404;0;1105;844
28405;0;2150;2055
28406;0;2009;1916
28407;0;2204;2112
28408;0;2035;1945
28409;0;1234;917
28410;0;1242;917
28411;0;1348;1033
28412;0;1737;1658
28413;0;1758;1715
28414;0;1724;1645
28415;0;1824;1721
28416;0;1855;1726
28417;0;1815;1707
28418;0;1550;1538
28419;0;1028;920
28420;0;1336;1124
28421;0;1310;1125
28422;0;1323;1118
28423;0;1910;1754
28424;0;2104;1947
28425;0;2049;1933
28426;0;928;852
28427;0;929;852
28428;0;931;854
28429;0;1343;647
28430;0;1337;648
28431;0;1328;648
28432;0;2228;2151
28433;0;2218;2141
28434;0;1632;1155
28435;0;1715;1244
28436;0;943;816
28437;0;1305;1021
28438;0;940;914
28439;0;1004;939
28440;0;942;919
28441;0;758;713
28442;0;842;802
28443;0;809;725
28444;0;1428;1207
28445;0;1434;1210
28446;0;1509;1228
28447;0;1623;1518
28448;0;1613;1505
28449;0;1732;1512
28450;0;1714;1449
28451;0;2032;1910
28452;0;2044;1925
28453;0;2059;1930
28454;0;811;706
28455;0;812;706
28456;0;854;748
28457;0;2107;1934
28458;0;2125;1944
28459;0;2147;2009
28460;0;1138;955
28461;0;914;847
28462;0;810;727
28463;0;1436;1333
28464;0;1459;1355
28465;0;1433;1333
28466;0;2116;1415
28467;0;1930;1221
28468;0;1916;1710
28469;0;1102;1008
28470;0;915;810
28471;0;847;738
28472;0;857;750
28473;0;847;741
28474;0;2137;1853
28475;0;2144;1903
28476;0;836;706
28477;0;830;710
28478;0;1125;1031
28479;0;905;705
28480;0;1158;1051
28481;0;736;725
28482;0;1356;1308
28483;0;1231;1150
28484;0;1019;919
28485;0;1749;1649
28486;0;1740;1639
28487;0;1454;1443
28488;0;1507;1441
28489;0;1512;1452
28490;0;1313;1201
28491;0;1327;1158
28492;0;1320;1206
28493;0;1202;921
28494;0;1148;916
28495;0;1156;916
28496;0;1411;1310
28497;0;1345;1238
28498;0;1342;1237
28499;0;730;651
28500;0;1144;916
28501;0;937;712
28502;0;944;716
28503;0;526;2134
28504;0;533;2138
28505;0;1956;1719
28506;0;2330;2127
28507;0;2317;2058
28508;0;2211;2034
28509;0;2211;2041
28510;0;2240;2105
28511;0;1926;1816
28512;0;1908;1809
28513;0;1916;1810
28514;0;1844;1618
28515;0;1831;1628
28516;0;1840;1729
28517;0;1912;1757
28518;0;1853;1730
28519;0;1416;1220
28520;0;1122;1019
28521;0;923;745
28522;0;705;621
28523;0;1431;1215
28524;0;1128;1020
28525;0;932;746
28526;0;707;619
28527;0;1556;1156
28528;0;1547;1200
28529;0;1739;1417
28530;0;1226;1144
28531;0;2031;1704
28532;0;2044;1732
28533;0;1956;1625
28534;0;2026;1909
28535;0;2238;2158
28536;0;2024;1909
28537;0;2240;2206
28538;0;1026;907
28539;0;1038;907
28540;0;1046;917
28541;0;1339;1240
28542;0;1552;1431
28543;0;1354;1248
28544;0;1611;1438
28545;0;1228;1042
28546;0;1922;1827
28547;0;1922;1839
28548;0;1908;1833
28549;0;1501;1308
28550;0;1510;1317
28551;0;1439;1257
28552;0;1524;1403
28553;0;1514;1401
28554;0;1534;1403
28555;0;1336;1028
28556;0;1328;1029
28557;0;1745;1247
28558;0;1754;1240
28559;0;1754;1240
28560;0;1009;757
28561;0;1125;912
28562;0;949;744
28563;0;1406;1105
28564;0;1339;1041
28565;0;1333;1040
28566;0;1144;1036
28567;0;1914;1719
28568;0;1946;1749
28569;0;1630;1549
28570;0;1657;1612
28571;0;1730;1648
28572;0;1432;1252
28573;0;1408;1244
28574;0;1532;1417
28575;0;1526;1312
28576;0;1817;1709
28577;0;1628;1611
28578;0;2009;1746
28579;0;2035;1811
28580;0;2001;1738
28581;0;1138;1018
28582;0;1138;1023
28583;0;1201;1029
28584;0;939;812
28585;0;1252;1042
28586;0;1808;1543
28587;0;1452;1346
28588;0;2339;2222
28589;0;2326;2210
28590;0;2331;2210
28591;0;2204;1749
28592;0;2156;1803
28593;0;2041;1723
28594;0;2341;2114
28595;0;2321;2106
28596;0;2354;2125
28597;0;1903;1647
28598;0;1923;1651
28599;0;741;619
28600;0;750;624
28601;0;1758;1636
28602;0;1928;1852
28603;0;958;810
28604;0;1441;1241
28605;0;1602;1522
28606;0;1338;1135
28607;0;1557;1524
28608;0;1359;1158
28609;0;1604;1529
28610;0;2311;2152
28611;0;2312;2152
28612;0;2217;1934
28613;0;1825;1316
28614;0;2222;1926
28615;0;1826;1315
28616;0;1818;1557
28617;0;1836;1607
28618;0;1844;1612
28619;0;2337;1956
28620;0;7;2010
28621;0;2322;1826
28622;0;2322;1825
28623;0;1419;1113
28624;0;1808;1656
28625;0;1825;1720
28626;0;1433;1235
28627;0;1434;1244
28628;0;1456;1246
28629;0;1942;1957
28630;0;2002;2019
28631;0;1924;1942
28632;0;1802;1633
28633;0;1800;1633
28634;0;1752;1626
28635;0;854;833
28636;0;903;840
28637;0;710;633
28638;0;755;741
28639;0;842;845
28640;0;853;848
28641;0;844;843
28642;0;1434;1336
28643;0;1419;1327
28644;0;1410;1314
28645;0;1207;1229
28646;0;1220;1241
28647;0;853;652
28648;0;2053;1853
28649;0;2011;1734
28650;0;1411;1212
28651;0;1105;1034
28652;0;950;857
28653;0;1553;1507
28654;0;1358;1159
28655;0;1109;1035
28656;0;949;851
28657;0;1539;1455
28658;0;1819;1648
28659;0;1852;1711
28660;0;1216;1055
28661;0;1255;1127
28662;0;1223;1059
28663;0;1303;1223
28664;0;1316;1231
28665;0;1259;1223
28666;0;1026;851
28667;0;1656;1554
28668;0;1511;1125
28669;0;2014;1742
28670;0;1054;921
28671;0;1704;1554
28672;0;1525;1138
28673;0;2023;1737
28674;0;1730;1402
28675;0;1723;1405
28676;0;1744;1407
28677;0;1239;1154
28678;0;1239;1154
28679;0;1239;1154
28680;0;718;614
28681;0;720;622
28682;0;1918;1659
28683;0;1703;1509
28684;0;1713;1508
28685;0;900;756
28686;0;1029;930
28687;0;1143;1101
28688;0;840;743
28689;0;1019;921
28690;0;1132;1052
28691;0;953;853
28692;0;1002;908
28693;0;1454;1357
28694;0;926;827
28695;0;1244;1022
28696;0;1449;1353
28697;0;802;643
28698;0;942;836
28699;0;1301;1030
28700;0;1458;1229
28701;0;1508;1241
28702;0;1602;1321
28703;0;1903;1730
28704;0;1858;1732
28705;0;2124;2022
28706;0;1919;1736
28707;0;2202;2058
28708;0;2131;2023
28709;0;2133;2034
28710;0;2130;2030
28711;0;2132;1918
28712;0;2149;1932
28713;0;947;746
28714;0;951;748
28715;0;958;746
28716;0;1409;1338
28717;0;1347;1313
28718;0;1348;1317
28719;0;943;714
28720;0;938;714
28721;0;947;724
28722;0;1133;1034
28723;0;1215;1113
28724;0;1218;1118
28725;0;1027;729
28726;0;1042;736
28727;0;850;808
28728;0;1047;921
28729;0;1237;1146
28730;0;1008;815
28731;0;1241;1147
28732;0;1237;1152
28733;0;1930;1534
28734;0;2119;1721
28735;0;2016;1620
28736;0;1424;1157
28737;0;1449;1150
28738;0;1617;1345
28739;0;1006;851
28740;0;956;851
28741;0;957;847
28742;0;1716;1603
28743;0;1529;1444
28744;0;1836;1802
28745;0;1707;1552
28746;0;1509;1421
28747;0;1823;1746
28748;0;2011;1853
28749;0;1956;1848
28750;0;1703;856
28751;0;1639;850
28752;0;1748;929
28753;0;922;839
28754;0;931;851
28755;0;904;825
28756;0;1323;1027
28757;0;1347;1056
28758;0;1332;1031
28759;0;1125;1049
28760;0;1306;1218
28761;0;1458;1400
28762;0;1142;904
28763;0;1130;906
28764;0;1206;921
28765;0;2231;2129
28766;0;2252;2153
28767;0;2241;2142
28768;0;1352;1308
28769;0;1423;1338
28770;0;1943;1859
28771;0;1954;1909
28772;0;1948;1859
28773;0;2037;2004
28774;0;1742;1639
28775;0;1916;1820
28776;0;835;712
28777;0;1300;1043
28778;0;1310;1051
28779;0;1317;1057
28780;0;1849;1831
28781;0;1816;1804
28782;0;1817;1807
28783;0;1422;1305
28784;0;1158;1008
28785;0;1425;1306
28786;0;1152;1003
28787;0;1434;1325
28788;0;817;732
28789;0;817;736
28790;0;812;727
28791;0;943;853
28792;0;907;818
28793;0;732;640
28794;0;2217;2051
28795;0;1629;1501
28796;0;1947;1823
28797;0;1635;1505
28798;0;2006;1857
28799;0;1656;1517
28800;0;1542;1506
28801;0;1540;1507
28802;0;1524;1455
28803;0;1439;1333
28804;0;1614;1621
28805;0;1428;1325
28806;0;1652;1659
28807;0;1717;1216
28808;0;2054;1819
28809;0;1730;1213
28810;0;2104;1817
28811;0;2047;1839
28812;0;2105;1845
28813;0;2049;1857
28814;0;1548;1453
28815;0;1542;1443
28816;0;1552;1449
28817;0;1312;1213
28818;0;1318;1219
28819;0;1351;1247
28820;0;1733;1003
28821;0;910;734
28822;0;802;629
28823;0;2235;1741
28824;0;2236;1730
28825;0;2216;1710
28826;0;1134;1047
28827;0;1121;1033
28828;0;1051;1008
28829;0;1623;1520
28830;0;1620;1514
28831;0;923;932
28832;0;1436;1355
28833;0;1308;844
28834;0;753;706
28835;0;1434;1354
28836;0;1317;851
28837;0;756;717
28838;0;1841;1729
28839;0;1755;1643
28840;0;1819;1703
28841;0;308;26
28842;0;2354;2117
28843;0;2355;2109
28844;0;1500;1447
28845;0;1452;1449
28846;0;1753;1746
28847;0;2005;1710
28848;0;2016;1706
28849;0;1558;1420
28850;0;1936;1857
28851;0;1622;1633
28852;0;1815;1701
28853;0;1423;1310
28854;0;1118;830
28855;0;1416;1310
28856;0;1137;837
28857;0;1427;1309
28858;0;1122;830
28859;0;127;2222
28860;0;149;2227
28861;0;1605;1511
28862;0;1536;1448
28863;0;828;629
28864;0;956;1000
28865;0;813;627
28866;0;1033;1043
28867;0;843;626
28868;0;1003;959
28869;0;1847;1734
28870;0;1938;1817
28871;0;1857;1752
28872;0;1526;1414
28873;0;1700;1608
28874;0;1319;1232
28875;0;1531;1419
28876;0;1331;1238
28877;0;1249;1203
28878;0;1055;1002
28879;0;1259;1215
28880;0;1040;941
28881;0;1248;1209
28882;0;1101;951
28883;0;1744;1651
28884;0;1719;1627
28885;0;1757;1600
28886;0;1804;1603
28887;0;2054;1853
28888;0;1158;1013
28889;0;2158;2105
28890;0;2027;1927
28891;0;1835;1818
28892;0;2154;2100
28893;0;2029;1922
28894;0;1819;1807
28895;0;2209;2125
28896;0;2220;2134
28897;0;2037;1933
28898;0;2049;1938
28899;0;2047;1939
28900;0;1540;953
28901;0;942;707
28902;0;935;707
28903;0;937;700
28904;0;2034;2010
28905;0;2028;1958
28906;0;701;631
28907;0;835;741
28908;0;1150;906
28909;0;1246;1107
28910;0;1252;1109
28911;0;1306;1116
28912;0;923;706
28913;0;923;704
28914;0;921;706
28915;0;1105;942
28916;0;1116;950
28917;0;1044;918
28918;0;1756;1655
28919;0;1811;1704
28920;0;1820;1716
28921;0;2115;2004
28922;0;2107;2006
28923;0;1120;1017
28924;0;1429;1201
28925;0;1613;1447
28926;0;1517;1349
28927;0;1429;1310
28928;0;826;620
28929;0;819;618
28930;0;822;623
28931;0;1738;1715
28932;0;1751;1723
28933;0;1733;1710
28934;0;1526;1457
28935;0;1538;1503
28936;0;1549;1513
28937;0;2243;2134
28938;0;2230;2128
28939;0;807;745
28940;0;806;738
28941;0;759;733
28942;0;1012;920
28943;0;2320;1808
28944;0;2328;1806
28945;0;1731;1212
28946;0;1733;1210
28947;0;1721;1157
28948;0;853;727
28949;0;1158;1209
28950;0;832;725
28951;0;1022;1038
28952;0;840;722
28953;0;1028;1034
28954;0;1850;1804
28955;0;1707;1449
28956;0;1859;1814
28957;0;1716;1448
28958;0;2044;1839
28959;0;2050;1826
28960;0;1205;1133
28961;0;1231;1202
28962;0;1215;1135
28963;0;1009;857
28964;0;1037;902
28965;0;1030;903
28966;0;2159;2117
28967;0;2207;2116
28968;0;2205;2113
28969;0;2310;2131
28970;0;2309;2136
28971;0;2310;2131
28972;0;1511;1328
28973;0;1524;1330
28974;0;1555;1357
28975;0;1419;1333
28976;0;2144;2013
28977;0;2209;2036
28978;0;2133;2011
28979;0;708;616
28980;0;710;618
28981;0;1113;827
28982;0;1120;835
28983;0;1109;829
28984;0;1207;1056
28985;0;1212;1107
28986;0;1203;1057
28987;0;819;718
28988;0;2233;2146
28989;0;1951;1837
28990;0;2105;2031
28991;0;1800;1728
28992;0;2214;2144
28993;0;1953;1848
28994;0;2059;2023
28995;0;1814;1742
28996;0;2118;2005
28997;0;1841;1115
28998;0;1828;1634
28999;0;2114;2007
29000;0;1858;1640
29001;0;2140;2019
29002;0;1310;1117
29003;0;1333;1117
29004;0;1339;1117
29005;0;505;4
29006;0;502;10
29007;0;514;6
29008;0;757;607
29009;0;915;634
29010;0;1227;1013
29011;0;1833;1516
29012;0;1857;1532
29013;0;2145;1917
29014;0;2144;1913
29015;0;1014;818
29016;0;1750;1530
29017;0;1448;1221
29018;0;1142;1035
29019;0;1803;1544
29020;0;1509;1240
29021;0;1142;1037
29022;0;1856;1625
29023;0;1807;1547
29024;0;1818;1541
29025;0;2200;2126
29026;0;2153;2122
29027;0;1709;1530
29028;0;1607;1512
29029;0;1612;1519
29030;0;1540;1451
29031;0;756;614
29032;0;750;609
29033;0;758;611
29034;0;1950;1719
29035;0;1633;1620
29036;0;1858;1639
29037;0;1547;1533
29038;0;1231;642
29039;0;1217;644
29040;0;1224;637
29041;0;1934;1946
29042;0;1929;1941
29043;0;1225;1244
29044;0;1235;1250
29045;0;1233;1246
29046;0;2307;2159
29047;0;2257;2151
29048;0;2009;1824
29049;0;2005;1833
29050;0;2009;1831
29051;0;945;726
29052;0;907;611
29053;0;1031;943
29054;0;1017;933
29055;0;1033;946
29056;0;1025;908
29057;0;949;829
29058;0;955;836
29059;0;1520;1336
29060;0;1526;1340
29061;0;1526;1341
29062;0;2136;2051
29063;0;2006;1841
29064;0;2125;2040
29065;0;1944;1825
29066;0;2219;2131
29067;0;2220;2132
29068;0;2003;1821
29069;0;2244;2110
29070;0;2347;2213
29071;0;2336;2143
29072;0;900;717
29073;0;924;734
29074;0;918;735
29075;0;1515;1352
29076;0;1524;1401
29077;0;1521;1358
29078;0;935;945
29079;0;925;944
29080;0;1357;1315
29081;0;1230;1037
29082;0;851;712
29083;0;1153;1037
29084;0;846;716
29085;0;1139;1033
29086;0;900;728
29087;0;1129;1030
29088;0;1111;922
29089;0;943;702
29090;0;1416;1229
29091;0;1421;1221
29092;0;1407;1223
29093;0;1438;1140
29094;0;1506;1215
29095;0;1451;1143
29096;0;1024;938
29097;0;1020;932
29098;0;1026;934
29099;0;1442;1220
29100;0;1522;1248
29101;0;1021;1041
29102;0;1034;1054
29103;0;1541;1558
29104;0;1547;1602
29105;0;1547;1600
29106;0;1433;1243
29107;0;1810;1727
29108;0;1643;1601
29109;0;1737;1646
29110;0;1746;1656
29111;0;1738;1645
29112;0;805;558
29113;0;748;606
29114;0;809;554
29115;0;1920;1734
29116;0;2224;2039
29117;0;1854;1703
29118;0;2220;2037
29119;0;918;817
29120;0;738;711
29121;0;950;704
29122;0;1014;715
29123;0;1006;717
29124;0;1955;1919
29125;0;1756;1655
29126;0;1950;1913
29127;0;1745;1642
29128;0;2031;1955
29129;0;1717;1732
29130;0;1721;1731
29131;0;907;657
29132;0;922;656
29133;0;1248;1133
29134;0;1244;1134
29135;0;1251;1134
29136;0;1451;1415
29137;0;1517;1428
29138;0;1538;1501
29139;0;1628;1345
29140;0;1623;1346
29141;0;1625;1340
29142;0;1856;1733
29143;0;1854;1734
29144;0;1543;1509
29145;0;1530;1457
29146;0;1531;1455
29147;0;2236;2147
29148;0;2308;2232
29149;0;1835;1707
29150;0;2019;2007
29151;0;1816;1656
29152;0;1955;1904
29153;0;1926;1854
29154;0;1240;1123
29155;0;1031;943
29156;0;1547;1357
29157;0;857;746
29158;0;1004;820
29159;0;1233;1141
29160;0;1004;822
29161;0;1242;1139
29162;0;1240;1151
29163;0;1949;1817
29164;0;1939;1805
29165;0;1921;1659
29166;0;2220;2151
29167;0;2135;2101
29168;0;2147;2109
29169;0;947;801
29170;0;707;625
29171;0;656;618
29172;0;713;628
29173;0;1057;844
29174;0;1059;839
29175;0;1059;841
29176;0;833;736
29177;0;853;800
29178;0;901;813
29179;0;643;613
29180;0;858;802
29181;0;841;758
29182;0;919;817
29183;0;805;720
29184;0;914;835
29185;0;2114;2000
29186;0;2236;2127
29187;0;2247;2139
29188;0;1203;1120
29189;0;1150;1106
29190;0;1201;1124
29191;0;1237;1020
29192;0;1243;1026
29193;0;1242;1020
29194;0;1211;1113
29195;0;1029;841
29196;0;1205;1109
29197;0;1019;839
29198;0;1117;816
29199;0;1114;814
29200;0;1110;813
29201;0;1721;1442
29202;0;1620;1329
29203;0;1650;1352
29204;0;1623;1606
29205;0;1554;1542
29206;0;1503;1416
29207;0;1459;1410
29208;0;1126;914
29209;0;1122;909
29210;0;1133;922
29211;0;906;627
29212;0;858;625
29213;0;856;621
29214;0;451;2059
29215;0;448;2100
29216;0;916;705
29217;0;915;650
29218;0;2201;2117
29219;0;2208;2121
29220;0;1449;1336
29221;0;1232;1128
29222;0;1452;1339
29223;0;1200;1121
29224;0;1502;1350
29225;0;1241;1129
29226;0;2325;2117
29227;0;5;2147
29228;0;2219;2005
29229;0;1552;1412
29230;0;1605;1419
29231;0;1322;1236
29232;0;1606;1415
29233;0;1513;1453
29234;0;1729;1608
29235;0;1022;812
29236;0;959;816
29237;0;1024;810
29238;0;1101;937
29239;0;955;832
29240;0;1019;856
29241;0;1731;1519
29242;0;1728;1520
29243;0;1737;1521
29244;0;2240;1730
29245;0;1645;1422
29246;0;2308;1756
29247;0;1709;1444
29248;0;6;2325
29249;0;2354;2311
29250;0;2125;1745
29251;0;2126;1743
29252;0;2104;1741
29253;0;2214;2125
29254;0;2230;2138
29255;0;2216;2131
29256;0;1237;1151
29257;0;1237;1150
29258;0;1246;1158
29259;0;911;900
29260;0;915;904
29261;0;1554;1502
29262;0;1855;1700
29263;0;2336;2248
29264;0;2015;1949
29265;0;2204;2058
29266;0;1539;1441
29267;0;1837;1622
29268;0;2335;2246
29269;0;2002;1921
29270;0;2208;2056
29271;0;1046;938
29272;0;1423;1328
29273;0;1428;1333
29274;0;1452;1359
29275;0;1217;1112
29276;0;1221;1113
29277;0;1223;1107
29278;0;1645;1437
29279;0;1729;1517
29280;0;1739;1538
29281;0;1924;1712
29282;0;1926;1711
29283;0;1153;1006
29284;0;919;836
29285;0;1401;1310
29286;0;1914;1754
29287;0;1833;1740
29288;0;1846;1739
29289;0;2345;1916
29290;0;2335;1907
29291;0;541;32
29292;0;538;32
29293;0;541;33
29294;0;1133;1008
29295;0;809;801
29296;0;2052;1827
29297;0;1734;1158
29298;0;2135;1854
29299;0;1807;1217
29300;0;1713;1513
29301;0;1737;1522
29302;0;1740;1637
