iata;airport;city;state;lat;lon
GUM;Guam International;Agana;GU;1348345;-1447959825
GUP;Gallup Municipal;Gallup;NM;3551105833;-1087893094
GUY;Guymon Municipal;Guymon;OK;3668507194;-1015077817
GVL;Lee Gilmer Memorial;Gainesville;GA;3427290389;-8382681333
GVQ;Genesee Cty;Batavia;NY;4303172639;-7816759972
GVT;Majors;Greenville;TX;3306783889;-960653325
GWO;Greenwood-Leflore;Greenwood;MS;3349432667;-90084705
GWR;Gwinner-Roger Melroe;Gwinner;ND;4621872222;-9764325
GWW;Goldsboro-Wayne Municipal;Goldsboro;NC;3546055444;-7796493306
GXY;Greeley-Weld County;Greeley;CO;4043561833;-1046321156
GYH;Donaldson Center;Greenville;SC;3475831917;-82376415
GYR;Phoenix Goodyear;Goodyear;AZ;3342281972;-1123759919
GYY;Gary/Chicago;Gary;IN;4161627306;-8741278806
GZH;Middleton;Evergreen;AL;3141580111;-8704404333
GZS;Abernathy;Pulaski;TN;3515371972;-8705681444
H04;Vinita Municipal;Vinita;OK;3663301806;-9515136111
H05;Wilburton Municipal;Wilburton;OK;3491954278;-9539469722
H19;Bowling Green Municipal;Bowling Green;MO;3936993361;-9121925556
H21;Camdenton Memorial;Camdenton;MO;3797468528;-9269161528
H30;Hamilton Municipal;Hamilton;NY;4284381889;-7556140194
H35;Clarksville Municipal;Clarksville;AR;3547069417;-93427155
H41;Memorial;Mexico;MO;3915751389;-9181826667
H45;Seminole Municipal;Seminole;OK;3527467806;-9667516194
H66;Nowata Municipal;Nowata;OK;3672092222;-9562525583
H71;Mid-America Industrial;Pryor;OK;3622539389;-9533006333
H79;Eldon Model Airpark;Eldon;MO;3836062611;-9257157139
H88;Municipal;Fredericktown;MO;37605825;-9028731389
H92;Hominy;Hominy;OK;3643340222;-9638362861
H96;Benton Municipal;Benton;IL;3800675111;-8893441528
H97;Pawnee Municipal;Pawnee;OK;3638338556;-968103125
HAB;Marion County;Hamilton;AL;3411757222;-8799819583
HAE;Hannibal Municipal;Hannibal;MO;3972448944;-9144367944
HAF;Half Moon Bay;Half Moon Bay;CA;3751382944;-1225010892
HAI;Three Rivers Municipal;Three Rivers;MI;4195975;-8559338889
HAO;Hamilton-Fairfield;Hamilton;OH;3936448861;-8452457722
HAY;Haycock;Haycock;AK;6520098944;-1611567792
HBC;Mohall Municipal;Mohall;ND;4876838333;-1015369953
HBG;Bobby L. Chain Municipal;Hattiesburg;MS;3126506556;-892530325
HBR;Hobart Municipal;Hobart;OK;349913075;-990513525
HBV;Jim Hogg County;Hebbronville;TX;2734955556;-9873697222
HBZ;Heber Springs Municipal;Heber Springs;AR;3551169389;-9201300944
HCD;Hutchinson Municipal;Hutchinson;MN;4485890667;-9438178917
HCO;Hallock Municipal;Hallock;MN;4875273139;-9694300306
HDC;Hammond Municipal;Hammond;LA;3052096889;-9041762056
HDE;Brewster;Holdredge;NE;4045269444;-9933733333
HDH;Dillingham Airfield;Mokuleia;HI;2157947361;-1581972814
HDI;Hardwick;Cleveland;TN;3522007306;-8483244333
HDN;Yampa Valley;Hayden;CO;4048118028;-1072176597
HDO;Hondo Municipal;Hondo;TX;2935952778;-9917666667
HEE;Thompson-Robbins;Helena-West Helena;AR;3457648972;-9067588639
HEF;Manassas Reg./Harry P Davis;Manassas;VA;3872141667;-7751544444
HEI;Hettinger Municipal;Hettinger;ND;4601494444;-1026559722
HEQ;Holyoke;Holyoke;CO;4056943056;-1022726875
HEZ;Natchez-Adams County;Natchez;MS;3161366111;-9129733639
HFD;Hartford Brainard;Hartford;CT;4173626861;-7265021389
HFY;Greenwood Municipal;Indianapolis/Greenwood;IN;3962841667;-8608788889
HGR;Hagerstown Regional-Richard Henson;Hagerstown;MD;3970794444;-777295
HHF;Hemphill County;Canadian;TX;3589530778;-1004036397
HHG;Huntington Municipal;Huntington;IN;4085299;-8545941917
HHH;Hilton Head;NA;NA;32224384;-80697629
HHR;Jack Northrop Field/Hawthorne Municipal;Hawthorne;CA;3392283972;-1183351872
HHW;Stan Stamper Municipal;Hugo;OK;3403482556;-9554190611
HI01;Princeville;Hanalei;HI;2220919;-1594455339
HIB;Chisholm-Hibbing;Hibbing;MN;4738659917;-9283899333
HIE;Mt Washington Regional;Whitefield;NH;4436761639;-7154447111
HIG;Higginsville Industrial Municipal;Higginsville;MO;3907334639;-9367716083
HII;Lake Havasu City;Lake Havasu City;AZ;3456816056;-1143561783
HIO;Portland-Hillsboro;Hillsboro (Portland);OR;4554039389;-1229498258
HJH;Hebron Municipal;Hebron;NE;4015225;-9758697222
HJO;Hanford Municipal;Hanford;CA;3631852194;-1196288675
HKA;Blytheville Municipal;Blytheville;AR;3594040667;-8983080583
HKS;Hawkins;Jackson;MS;323347725;-9022253167
HKY;Hickory Municipal;Hickory;NC;3574114639;-8138954889
HLC;Hill City Municipal;Hill City;KS;3937883611;-9983149444
HLG;Wheeling-Ohio Cty;Wheeling;WV;40175;-8064627778
HLN;Helena Regional;Helena;MT;4660681806;-1119827503
HLX;Twin County;Galax;VA;3676611472;-8082356556
HMT;Hemet-Ryan;Hemet;CA;3373398167;-1170225258
HMZ;Bedford County;Bedford;PA;4008536861;-7851221778
HNB;Huntingburg;Huntingburg;IN;3824902583;-8695371833
HNH;Hoonah;Hoonah;AK;5809609139;-1354096975
HNL;Honolulu International;Honolulu;HI;2131869111;-1579224072
HNM;Hana;Hana;HI;2079563722;-1560144378
HNR;Harlan Municipal;Harlan;IA;4158438889;-9533963889
HNS;Haines;Haines;AK;5924522806;-1355221086
HNZ;Henderson-Oxford;Oxford;NC;3636156111;-7852916639
HOB;Lea County Regional;Hobbs;NM;3268752778;-1032170278
HOC;Highland County;Hillsboro;OH;3918875944;-8353880694
HOE;Homerville;Homerville;GA;3105591667;-8277413889
HOM;Homer;Homer;AK;5964555556;-1514765833
HON;Huron Regional;Huron;SD;4438520056;-982285425
HOT;Memorial;Hot Springs;AR;3447803389;-9309620833
HOU;William P Hobby;Houston;TX;2964541861;-9527888889
HPB;Hooper Bay;Hooper Bay;AK;6152418306;-1661467797
HPN;Westchester Cty;White Plains;NY;4106695778;-7370757444
HPT;Hampton Municipal;Hampton;IA;4272372361;-9322634056
HQG;Hugoton Municipal;Hugoton;KS;3716308056;-1013705267
HQM;Bowerman;Hoquiam;WA;4697120167;-1239365581
HQU;Thomson-McDuffie County;Thomson;GA;3352972639;-8251678556
HQZ;Mesquite Metro;Mesquite;TX;3274696278;-9653041722
HRI;Hermiston Muni;Hermiston;OR;4582822222;-1192591667
HRL;Valley International;Harlingen;TX;2622850611;-9765439389
HRO;Boone County;Harrison;AR;3626152056;-9315472889
HRR;Healy River;Healy;AK;6386620806;-1489689842
HRU;Herington Municipal;Herington;KS;3868322389;-9680800639
HRX;Hereford Municipal;Hereford;TX;3485761639;-1023272017
HSA;Stennis International;Bay St Louis;MS;3036780778;-8945461083
HSB;Harrisburg-Raleigh;Harrisburg;IL;378115;-8854913889
HSE;Billy Mitchell;Hatteras;NC;352327875;-75617795
HSI;Hastings Municipal;Hastings;NE;4060525;-9842788889
HSL;Huslia;Huslia;AK;6570055556;-1563875
HSP;Ingalls;Hot Springs;VA;3795144444;-7983389444
HSR;Hot Springs Municipal;Hot Springs;SD;4336824528;-1033881378
HSV;Huntsville International;Huntsville;AL;346404475;-8677310944
HTH;Hawthorne Municipal;Hawthorne;NV;3854436583;-1186343003
HTL;Roscommon County;Houghton Lake;MI;4435980556;-8467111111
HTO;East Hampton;East Hampton;NY;4095957778;-7225185056
HTS;Tri-State/Walker-Long;Huntington;WV;3836666667;-8255802778
HTW;Lawrence County Airpark,Inc;Chesapeake;OH;3841924861;-824943225
HUF;Terre Haute International-Hulman;Terre Haute;IN;3945146361;-8730756111
HUL;Houlton International;Houlton;ME;4612308333;-6779205556
HUM;Houma-Terrebonne;Houma;LA;295665;-9066041667
HUS;Hughes;Hughes;AK;6604112167;-1542631903
HUT;Hutchinson Municipal;Hutchinson;KS;3806548306;-9786063361
HVC;Hopkinsville-Christian County;Hopkinsville;KY;3685658333;-8745725
HVE;Hanksville;Hanksville;UT;3841803722;-1107040378
HVN;Tweed-New Haven;New Haven;CT;4126389889;-728871
HVR;Havre City-County;Havre;MT;48542985;-1097623419
HVS;Hartsville Municipal;Hartsville;SC;3440308333;-8011922222
HWD;Hayward Executive;Hayward;CA;3765926528;-1221224083
HWI;Hawk Inlet SPB;Hawk Inlet;AK;5812744139;-1347559531
HWO;North Perry;Hollywood;FL;2600142417;-8024052056
HWQ;Wheatland County  At Harlowton;Harlowton;MT;464541225;-1098549061
HWV;Brookhaven;Shirley;NY;4081676528;-7286204722
HXD;Hilton Head;Hilton Head Island;SC;3222436111;-8069747222
HXF;Hartford Municipal;Hartford;WI;4334927806;-8839112528
HYA;Barnstable Mun Boardman/Polando;Hyannis;MA;4166933639;-7028035583
HYG;Hydaburg SPB;Hydaburg;AK;5520631611;-1328283131
HYI;San Marcos Municipal;San Marcos;TX;2989361111;-9786469444
HYL;Hollis SPB;Hollis;AK;5548158833;-1326460942
HYR;Sawyer County;Hayward;WI;4602585722;-9144424278
HYS;Hays Municipal;Hays;KS;3884494167;-9927403361
HYW;Conway-Horry County;Conway;SC;338285;-7912216667
HZD;Carroll County;Huntingdon;TN;3608930722;-8846329778
HZE;Mercer County Regional;Hazen;ND;4728986111;-1015809444
HZL;Hazleton Muni;Hazleton;PA;4098677778;-7599488889
HZR;False River Air Park;New Roads;LA;3071832333;-9147866972
HZY;Ashtabula County;Ashtabula;OH;4177797528;-8069551333
I05;Sturgis Municipal;Sturgis;KY;3754083333;-8795183333
I12;Sidney Municipal;Sidney;OH;4024127944;-8415101167
I16;Kee;Pineville;WV;3760044444;-8155927778
I18;Jackson County;Ravenswood;WV;3892977778;-8181947222
I19;Greene County;Dayton;OH;3969172639;-8399023806
I22;Randolph County;Winchester;IN;4016885083;-8492585333
I23;Fayette County;Washington Court House;OH;3957040167;-8342052444
I25;Welch Muni;Welch;WV;3741678056;-8152899417
I32;Morehead-Rowan County;Morehead;KY;3813341472;-8353796528
I34;Greensburg-Decatur County;Greensburg;IN;3932691111;-8552252694
I35;Tucker-Guthrie Memorial;Harlan;KY;3685981028;-8336101639
I39;Madison County;Richmond;KY;3763152778;-8433244444
I40;Richard Downing;Coshocton;OH;4030918056;-8185338194
I42;Paoli Municipal;Paoli;IN;3858338806;-8646248778
I43;James A Rhodes;Jackson;OH;3898135194;-8257785667
I50;Stanton;Stanton;KY;3785008167;-8384575194
I57;Pike County;Waverly;OH;3916693333;-82928175
I63;Mt. Sterling Municipal;Mt. Sterling;IL;399875;-9080416667
I66;Clinton;Wilmington;OH;3950286111;-8386305556
I67;Cincinnati West;Harrison;OH;3925894444;-8477430556
I68;Lebanon-Warren County;Lebanon;OH;3946217306;-8425184722
I69;Clermont County;Batavia;OH;3907839722;-8421020722
I74;Grimes;Urbana;OH;4012928306;-837548775
I75;Osceola Municipal;Osceola;IA;4105221889;-9368966222
I76;Peru Municipal;Peru;IN;4078631889;-8614638306
I78;Union County;Marysville;OH;4022469444;-8335161111
I83;Salem Municipal;Salem;IN;3860200167;-8613997889
I86;Perry County;New Lexington;OH;3969159667;-8219778583
I88;Pontiac Municipal;Pontiac;IL;4092372222;-886255
I93;Breckinridge County;Hardinsburg;KY;3778505944;-8644192194
I95;Hardin County;Kenton;OH;4061072;-8364359694
IAD;Washington Dulles International;Chantilly;VA;3894453194;-7745580972
IAG;Niagara Falls Intl;Niagara Falls;NY;4310725861;-7894538139
IAH;George Bush Intercontinental;Houston;TX;2998047222;-9533972222
IAN;Bob Baker Memorial;Kiana;AK;6697937611;-1604358597
IBM;Robert E. Arraj;Kimball;NE;4118805556;-1036773889
ICL;Schenck;Clarinda;IA;4072178361;-9502642667
ICT;Wichita Mid-Continent;Wichita;KS;3764995889;-9743304583
IDA;Idaho Falls Regional;Idaho Falls;ID;4351455556;-1120701667
IDI;Indiana Cty/Jimmy Stewart;Indiana;PA;4063222222;-7910552778
IDL;Indianola Municipal;Indianola;MS;3348574611;-9067887611
IDP;Independence Municipal;Independence;KS;3715837222;-9577838333
IEM;Whittier;Whittier;AK;607772125;-1487215775
IEN;Pine Ridge;Pine Ridge;SD;4302257694;-1025110728
IER;Natchitoches Municipal;Natchitoches;LA;3173572;-9309913639
IFA;Iowa Falls Municipal;Iowa Falls;IA;4247078639;-9326995361
IFP;Laughlin/Bullhead International;Bullhead City;AZ;3515738889;-1145595278
IGG;Igiugig;Igiugig;AK;5932373528;-1559032733
IGM;Kingman;Kingman;AZ;3525947222;-1139380556
IGQ;Lansing Municipal;Chicago/Lansing;IL;4153988889;-8753216667
IGT;Nightmute;Nightmute;AK;6047032722;-1646856414
IIB;Independence Municipal;Independence;IA;4245359833;-9194761833
IIK;Kipnuk;Kipnuk;AK;5993295111;-1640305131
IIY;Washington-Wilkes County;Washington;GA;3377987528;-8281661639
IJD;Windham;Willimantic;CT;4174404028;-7218023583
IJX;Jacksonville Municipal;Jacksonville;IL;3977429694;-9023856583
IKK;Greater Kankakee;Kankakee;IL;4107140417;-8784626861
IKV;Ankeny Regional;Ankeny;IA;4169128556;-9356630333
ILE;Killeen Municipal;Killeen;TX;3108583333;-976865
ILG;New Castle County;Wilmington;DE;3967872222;-7560652778
ILI;Iliamna;Iliamna;AK;5975380028;-1549109597
ILM;Wilmington International;Wilmington;NC;3427061111;-7790255556
IML;Imperial Municipal;Imperial;NE;4050930556;-1016205278
IMM;Immokalee;Immokalee;FL;2643316667;-8140102778
IMS;Madison Municipal;Madison;IN;3875888889;-8546552778
IMT;Ford;Iron Mountain/Kingsford;MI;4581835417;-881145425
IN03;Indianapolis Downtown;Indianapolis;IN;3976587639;-86148875
IND;Indianapolis International;Indianapolis;IN;3971732917;-8629438417
INK;Winkler County;Wink;TX;3177962833;-1032013619
INL;Falls International;International Falls;MN;4856618722;-9340306667
INT;Smith Reynolds;Winston-Salem;NC;3613372222;-80222
INW;Winslow-Lindbergh Regional;Winslow;AZ;3502191667;-1107225278
IOB;Mt Sterling-Montgomery County;Mount Sterling;KY;3805813889;-8397958333
IOW;Iowa City Municipal;Iowa City;IA;4163924389;-9154650333
IPJ;Lincoln County;Lincolnton;NC;3548332889;-8116125833
IPL;Imperial County;Imperial;CA;3283422028;-1155787456
IPT;Williamsport-Lycoming Cty;Williamsport;PA;4124183583;-7692109556
IRK;Kirksville Regional;Kirksville;MO;4009364444;-9254496917
IRS;Kirsch Municipal;Sturgis;MI;418128725;-8543906111
ISM;Kissimmee Municipal;Orlando;FL;2828980556;-8143708333
ISN;Sloulin Field International;Williston;ND;4817793861;-1036423467
ISO;Kinston Regional Jetport At Stallin;Kinston;NC;3532807944;-7761552611
ISP;Long Island - MacArthur;Islip;NY;407952425;-7310021194
ISQ;Schoolcraft County;Manistique;MI;4597464056;-8617183056
ISW;Alexander;Wisconsin Rapids;WI;4436033833;-8983897056
ISZ;Cincinnati-Blue Ash;Cincinnati;OH;3924669444;-8438897222
ITH;Tompkins Cty;Ithaca;NY;4249102778;-7645844444
ITO;Hilo International;Hilo;HI;1972026306;-1550484703
ITR;Kit Carson County;Burlington;CO;392425;-1022853889
IWA;Williams Gateway;Phoenix;AZ;3330783333;-1116554722
IWD;Gogebic County;Ironwood;MI;4652747472;-9013139667
IWH;Wabash Municipal;Wabash;IN;4076195972;-8579873417
IWI;Wiscasset;Wiscasset;ME;4396141667;-6971255556
IWK;Wales;Wales;AK;6562394028;-1680991719
IWS;West Houston;Houston;TX;2981819444;-9567261111
IXD;New Century Aircenter;Olathe;KS;3883090472;-9489030333
IYK;Inyokern;Inyokern;CA;3565884306;-1178295122
IYS;Wasilla;Wasilla;AK;6157196083;-1495405556
IZA;Santa Ynez;Santa Ynez;CA;3460682028;-1200755617
IZG;Eastern Slopes Regional;Fryeburg;ME;4399114472;-7094787444
JAC;Jackson Hole;Jackson;WY;4360732417;-1107377389
JAN;Jackson International;Jackson;MS;3231116667;-9007588889
JAS;Jasper County -Bell;Jasper;TX;3089058333;-9403483333
JAU;Campbell County;Jacksboro;TN;3633457556;-8416234472
JAX;Jacksonville International;Jacksonville;FL;3049405556;-8168786111
JBR;Jonesboro Municipal;Jonesboro;AR;3583186111;-9064616667
JCT;Kimble County;Junction;TX;3051126;-9976345528
JDN;Jordan;Jordan;MT;4733333417;-1069339564
JEF;Jefferson City Memorial;Jefferson City;MO;3859117917;-9215614389
JER;Jerome County;Jerome;ID;4272663639;-1144571506
JES;Jesup-Wayne County;Jesup;GA;3155408333;-8188344444
JFK;John F Kennedy Intl;New York;NY;4063975111;-7377892556
JFX;Walker County;Jasper;AL;3390199528;-8731416639
JHM;Kapalua;Lahaina;HI;2096293639;-1566730317
JHW;Chautauqua Cty;Jamestown;NY;4215336861;-79258035
JKA;Jack Edwards;Gulf Shores;AL;3028951667;-8767371472
JKJ;Moorhead Municipal;Moorhead;MN;4683919194;-9666313028
JKL;Julian Carroll;Jackson;KY;3759386111;-8331725
JLN;Joplin Regional;Joplin;MO;3715181361;-9449826833
JMR;Mora Municipal;Mora;MN;4588609722;-9327177833
JMS;Jamestown Municipal;Jamestown;ND;4692971944;-9867819528
JNU;Juneau International;Juneau;AK;5835496194;-1345762764
JNX;Johnston County;Smithfield;NC;3554094139;-7839032944
JOT;Joliet Park District;Chicago/Joliet;IL;4151805833;-8817525583
JQF;Concord Regional;Concord;NC;3538520694;-8070971389
JRA;Port Authority-W 30th St Midtown Heliport;New York;NY;4075454583;-7400708389
JRB;Downtown Manhattan/Wall St. Heliport;New York;NY;4070121361;-7400902833
JRF;Kalaeloa (John Rodgers );Kapolei;HI;2130735389;-1580703017
JSO;Jacksonville-Cherokee County;Jacksonville;TX;3186933667;-9521739028
JST;Johnstown-Cambria Cty;Johnstown;PA;4031611111;-7883394444
JVL;Rock County;Janesville;WI;4261958222;-8904034028
JVY;Clark County;Jeffersonville;IN;3836562278;-8573829639
JWG;Watonga;Watonga;OK;3586469444;-9842075
JWN;John C. Tune;Nashville;TN;3618236194;-8688672278
JXN;Jackson County Reynolds;Jackson;MI;4225978556;-8445940361
JYG;St James Municipal;St James;MN;4398631833;-9455793722
JYL;Plantation Airpark;Sylvania;GA;3264544861;-8159649722
JYM;Hillsdale Municipal;Hillsdale;MI;4192126083;-845857625
JYO;Leesburg Executive;Leesburg;VA;3907797222;-775575
JYR;Municipal;York;NE;4089675;-9762277778
JZI;Charleston Executive;Charleston;SC;3270086111;-8000291667
JZP;Pickens County;Jasper;GA;3445147972;-8445659278
JZZ;Koliganek;Koliganek;AK;5972664194;-1572594722
K01;Farington;Auburn;NE;4038750167;-9578916167
K02;Perryville Municipal;Perryville;MO;3786866667;-8986213889
K06;Greater Beardstown;Beardstown;IL;3997338139;-9040373556
K09;Piseco Muni;Piseco;NY;4345340222;-7451765083
K15;Linn Creek-Grand Glaize Memorial;Osage Beach;MO;3811045;-9268054583
K20;Wendell H. Ford;Hazard;KY;3738783833;-8326205889
K22;Big Sandy Regional;Prestonburg;KY;3775102778;-8263669444
K24;Russell County;Jamestown;KY;3700888889;-8510277778
K29;Council;Council;AK;6489788278;-1637034472
K33;Salem Memorial;Salem;MO;3761523333;-9160444167
K34;Municipal;Gardner;KS;3880708333;-9495602778
K39;St Clair Memorial;St Clair;MO;3837594333;-9097073944
K46;Blair Municipal;Blair;NE;4141805139;-961136275
K54;Teller;Teller;AK;6524089806;-1663360067
K57;Gould Peterson Municipal;Tarkio;MO;4044583139;-9536275806
K59;Amelia Earhart;Atchison;KS;3957052472;-9518033139
K61;Moritz Memorial;Beloit;KS;3947115222;-9812878389
K62;Falmouth Pendleton County;Falmouth;KY;3870423611;-8439160417
K67;Oswego Municipal;Oswego;KS;3715978667;-9504246222
K68;Garnett Municipal;Garnett;KS;3827918833;-9521691833
K78;Abilene Municipal;Abilene.;KS;3890405583;-9723585389
K81;Miami County;Paola;KS;3853751389;-9492524194
K82;Smith Center Municipal;Smith Center;KS;3976112278;-9879343639
K83;Sabetha Municipal;Sabetha;KS;3990416667;-957794325
K88;Allen County;Iola;KS;3787008333;-9538638889
K89;Macon-Fower Memorial;Macon;MO;3972870694;-92464455
K96;Tuscola;Tuscola;IL;3978086528;-8830616
KAE;Kake SPB;Kake;AK;5697299639;-1339456147
KAL;Kaltag;Kaltag;AK;6432571917;-1587441475
KCC;Coffman Cove SPB;Coffman Cove;AK;5600324444;-1328419689
KCL;Chignik Lagoon;Chignik Flats;AK;5631116306;-1585359264
KEB;English Bay;English Bay;AK;5935214833;-1519251558
KEK;Ekwok;Ekwok;AK;5935399444;-1574744092
KFP;False Pass;False Pass;AK;5484744583;-1634103222
KGX;Grayling;Grayling;AK;6289456056;-1600649042
KIB;Ivanof Bay SPB;Ivanof Bay;AK;5589753333;-1594886689
KIC;Mesa Del Rey;King City;CA;3622802139;-1211218614
KKA;Koyuk;Koyuk;AK;6493404056;-161158145
KKB;Kitoi Bay SPB;Kitoi Bay;AK;5819094611;-1523704875
KLG;Kalskag;Kalskag;AK;6153627389;-1603413306
KLL;Levelock;Levelock;AK;5911816472;-1568652169
KLS;Kelso-Longview;Kelso;WA;46118;-1228983889
KNB;Kanab Muni;Kanab;UT;3701110583;-1125311936
KNW;Stuyahok;New Stuyahok;AK;5944955333;-1573271908
KOA;Kona International At Keahole;Kailua/Kona;HI;1973876583;-1560456314
KPB;Point Baker SPB;Point Baker;AK;5635185972;-1336225864
KPH;Pauloff Harbor SPB;Pauloff Harbor;AK;5445912028;-1626936406
KQA;Akutan SPB;Akutan;AK;5413246694;-1657853111
KSM;St. Mary's;St. Mary's;AK;6206048639;-1633021108
KTB;Thorne Bay;Thorne Bay;AK;5568796194;-1325366758
KTN;Ketchikan International;Ketchikan;AK;5535556861;-13171374
KTS;Brevig Mission;Brevig Mission;AK;6533136111;-1664631667
KVC;King Cove;King Cove;AK;551163475;-1622662272
KVL;Kivalina;Kivalina;AK;6773125333;-1645518019
KWT;Kwethluk;Kwethluk;AK;6080425194;-16144535
KXA;Kasaan SPB;Kasaan;AK;5553741389;-1323975144
KYK;Karluk;Karluk;AK;5756706389;-1544503714
KYU;Koyukuk;Koyukuk;AK;6487714278;-1577158358
L04;Holtville;Holtville;CA;3284032361;-1152674806
L05;Kern Valley;Kernville;CA;3572828472;-1184198069
L06;Furnace Creek;Death Valley National Park;CA;3646383694;-1168814425
L08;Borrego Valley;Borrego Springs;CA;3325902778;-1163209722
L12;Redlands Municipal;Redlands;CA;3408526167;-1171463789
L15;Henderson;Las Vegas;NV;3597636444;-1151327708
L17;Taft-Kern County;Taft;CA;3514107806;-1194412294
L18;Fallbrook Community Airpark;Fallbrook;CA;3335419806;-1172508686
L19;Wasco-Kern County;Wasco;CA;3561967889;-1193537242
L26;Hesperia;Hesperia;CA;3437722333;-1173158783
L31;Greater St. Tammany Parish;Covington;LA;3044505417;-8998887889
L35;Big Bear City;Big Bear;CA;3426361944;-116854475
L38;Louisiana Regional;Gonzales;LA;3017135306;-9094039583
L39;Leesville;Leesville;LA;3116819444;-9334245833
L42;Allen Parish;Oakdale;LA;3075016667;-9268847222
L45;Bakersfield Municipal;Bakersfield;CA;3532483333;-1189958333
L49;South Lafourche;Galliano;LA;2944482222;-9026111667
L52;Oceano County;Oceano;CA;3510136472;-1206221153
L67;Rialto Municipal;Rialto;CA;3412934361;-1174016303
L70;Agua Dulce Airpark;Agua Dulce;CA;3450415889;-1183128561
L71;California City Municipal;California City;CA;3515125306;-1180166667
L72;Trona;Trona;CA;3581245333;-1173272783
L75;Southland;Sulphur;LA;3013138889;-9337611111
L83;Thibodaux Municipal;Thibodaux;LA;2974779194;-9083289889
L84;Lost Hills-Kern County;Lost Hills;CA;3562357083;-1196862383
L92;Alamo Landing;Alamo;NV;3736246083;-1151944622
LAA;Lamar Muni;Lamar;CO;3806969444;-1026885
LAF;Purdue University;Lafayette;IN;4041231694;-8693689889
LAL;Lakeland Linder Regional;Lakeland;FL;2798891667;-8201855556
LAM;Los Alamos;Los Alamos;NM;3587980194;-1062694153
LAN;Capital City;Lansing;MI;427787;-8458735806
LAR;Laramie Regional;Laramie;WY;4131205;-1056749864
LAS;McCarran International;Las Vegas;NV;3608036111;-1151523333
LAW;Lawton-Ft Sill Regional;Lawton;OK;3456771444;-9841663667
LAX;Los Angeles International;Los Angeles;CA;3394253611;-1184080744
LBB;Lubbock International;Lubbock;TX;3366363889;-1018227778
LBE;Arnold Palmer Regional;Latrobe;PA;4027594;-7940479722
LBF;North Platte Regional;North Platte;NE;4112621194;-1006836542
LBL;Liberal Municipal;Liberal;KS;3704420944;-1009598611
LBO;Floyd W Jones Lebanon;Lebanon;MO;3764718056;-9265375778
LBT;Lumberton Municipal;Lumberton;NC;3460991667;-7905944444
LBX;Brazoria County;Angleton;TX;2910863889;-9546208056
LCG;Wayne Municipal;Wayne;NE;4224188889;-9698141667
LCH;Lake Charles Regional;Lake Charles;LA;301260975;-9322340361
LCI;Laconia Municipal;Laconia;NH;4357272806;-7141890028
LCK;Rickenbacker International;Columbus;OH;3981375917;-8292786472
LCQ;Lake City Municipal;Lake City;FL;3018205556;-8257686111
LDJ;Linden;Linden;NJ;4061744722;-7424459417
LDM;Mason County;Ludington;MI;4396253278;-8640791528
LEB;Lebanon Municipal;Lebanon;NH;4362637222;-7230426722
LEE;Leesburg Regional;Leesburg;FL;2882274417;-8180900722
LEM;Lemmon Municipal;Lemmon;SD;4591869722;-1021061778
LEW;Auburn-Lewiston Municipal;Auburn-Lewiston;ME;4404847278;-702835075
LEX;Blue Grass;Lexington;KY;3803697222;-8460538889
LFK;Lufkin-Angelina County;Lufkin;TX;3123401389;-9475
LFT;Lafayette Regional;Lafayette;LA;3020527972;-91987655
LGA;LaGuardia;New York;NY;4077724306;-7387260917
LGB;Long Beach (Daugherty );Long Beach;CA;3381772222;-1181516111
LGC;LaGrange-Callaway;Lagrange;GA;3300884694;-8507260556
LGD;La Grande/Union County;La Grande;OR;4529020944;-1180071108
LGU;Logan-Cache;Logan;UT;4178773083;-1118526822
LHD;Lake Hood SPB;Anchorage;AK;6118000361;-1499719322
LHM;Lincoln Regional;Lincoln;CA;3890916111;-1213513361
LHQ;Fairfield County;Lancaster;OH;3975564722;-8265711
LHV;Wm T Piper Memorial;Lock Haven;PA;4113618028;-7742053556
LHX;La Junta Muni;La Junta;CO;3805134111;-1035106908
LHZ;Franklin County;Louisburg;NC;3602334528;-7833027139
LIC;Limon Municipal;Limon;CO;39272765;-1036663392
LIH;Lihue;Lihue;HI;2197598306;-1593389581
LIT;Adams;Little Rock;AR;3472939611;-9222424556
LJF;Litchfield Municipal;Litchfield;MN;4509712889;-9450726833
LKP;Lake Placid;Lake Placid;NY;4426447361;-7396186639
LKR;Lancaster County;Lancaster;SC;3472291667;-8085458333
LKU;Louisa County / Freeman;Louisa;VA;3800983333;-7797013889
LKV;Lake County;Lakeview;OR;4216111111;-1203990703
LLJ;Challis;Challis;ID;4452297806;-1142175642
LLQ;Monticello Municipal;Monticello;AR;336385525;-9175101833
LLU;Lamar Municipal;Lamar;MO;374894925;-9431150444
LMS;Louisville-Winston County;Louisville;MS;3314620944;-8906247917
LMT;Klamath Falls International;Klamath Falls;OR;4215614361;-1217332081
LNA;Palm Beach County Park;Lantana;FL;26593;-8008505556
LNC;Lancaster;Lancaster;TX;3257919111;-9671905111
LND;Hunt;Lander;WY;4281523611;-1087298392
LNK;Lincoln Municipal;Lincoln;NE;4085097222;-9675925
LNL;Kings Land O' Lakes;Land O' Lakes;WI;4615387722;-8921194417
LNN;Lost Nation;Willoughby;OH;4168391667;-8139030556
LNP;Lonesome Pine;Wise;VA;3698743194;-8253017361
LNS;Lancaster;Lancaster;PA;4012171528;-7629609778
LNY;Lanai;Lanai City;HI;2078561111;-1569514181
